Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
ASUS,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,6.0,1024.0,Intel HD Graphics 620,WINDOWS 10,1.5,34046.45
DELL,NOTEBOOK,15.6,1920x1080,2.8,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.0,96969.6
ASUS,ULTRABOOK,14.0,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.1,101232.0
DELL,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.62,78801.12
LENOVO,NOTEBOOK,15.6,1920x1080,1.6,4.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.8,44169.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.0,4.0,1024.0,Nvidia GeForce 920MX ,WINDOWS 10,2.2,30849.12
ASUS,NOTEBOOK,15.6,1366x768,1.1,8.0,1024.0,Intel HD Graphics 500,WINDOWS 10,2.0,21258.72
ASUS,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,1.99,48304.71
DELL,ULTRABOOK,13.3,3200x1800,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.23,99580.32
LENOVO,NOTEBOOK,14.0,1366x768,1.6,2.0,32.0,Intel HD Graphics 400,WINDOWS 10,1.42,13266.72
LENOVO,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.37,93635.34
DELL,NOTEBOOK,15.6,3840x2160,2.8,16.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.06,127818.72
LENOVO,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050M,WINDOWS 10,2.5,59087.52
HP,NOTEBOOK,17.0,1600x900,3.0,8.0,1024.0,AMD Radeon R5,WINDOWS 10,2.6,27753.55
LENOVO,ULTRABOOK,14.0,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.14,130536.0
ASUS,GAMING,15.6,1920x1080,2.8,8.0,1024.0,Nvidia GeForce GTX 1050 Ti,NO OS,2.5,62284.32
ACER,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.4,23976.0
LENOVO,NOTEBOOK,14.0,1366x768,1.6,4.0,32.0,Intel HD Graphics,WINDOWS 10,1.43,14598.72
ACER,ULTRABOOK,14.0,1920x1080,2.5,8.0,256.0,Intel Graphics 620,WINDOWS 10,1.8,48964.32
RAZER,GAMING,14.0,1920x1080,2.8,16.0,256.0,Nvidia GeForce GTX 1060,WINDOWS 10,1.95,138474.72
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.2,64628.64
LENOVO,ULTRABOOK,12.5,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.36,84395.52
ASUS,GAMING,17.3,1920x1080,2.7,32.0,512.0,Nvidia GeForce GTX 1080,WINDOWS 10,3.8,149130.72
ACER,GAMING,15.6,1920x1080,2.5,8.0,1024.0,Nvidia GeForce GTX 1050,LINUX,2.4,37775.52
DELL,ULTRABOOK,13.3,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.2,77250.67
MSI,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.2,63499.1
HP,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,NO OS,1.86,19441.87
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.5,8.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.0,56689.92
DELL,NOTEBOOK,15.6,1920x1080,1.8,8.0,256.0,AMD Radeon 530,WINDOWS 10,2.2,48964.32
DELL,NOTEBOOK,15.6,1920x1080,1.8,16.0,2304.0,AMD Radeon 530,WINDOWS 10,2.2,60472.8
LENOVO,GAMING,15.6,1920x1080,2.6,8.0,1152.0,Nvidia GeForce GTX 960,WINDOWS 10,3.31,63722.88
DELL,GAMING,17.3,3840x2160,2.8,32.0,1536.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.42,167691.87
DELL,NOTEBOOK,14.0,1920x1080,2.4,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.56,65481.12
LENOVO,NOTEBOOK,15.6,1366x768,1.1,4.0,500.0,Intel HD Graphics 500,WINDOWS 10,2.2,22324.32
LENOVO,NOTEBOOK,15.6,1920x1080,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.2,28504.8
HP,NOTEBOOK,15.6,1920x1080,2.0,6.0,1024.0,AMD Radeon R5 M430,WINDOWS 10,2.04,28717.92
MSI,GAMING,17.3,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.7,79215.11
TOSHIBA,NOTEBOOK,15.6,1366x768,2.1,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,2.1,26533.44
DELL,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.06,50882.4
HP,NOTEBOOK,15.6,1920x1080,2.7,8.0,1024.0,AMD Radeon 530,WINDOWS 10,2.1,39693.6
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.0,67026.24
ACER,NOTEBOOK,15.6,1366x768,2.0,4.0,128.0,Intel HD Graphics 520,LINUX,2.1,21951.36
MICROSOFT,ULTRABOOK,13.5,2256x1504,2.8,8.0,256.0,Intel Iris Plus Graphics 640,WINDOWS 10 S,1.252,99519.05
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,1152.0,AMD Radeon R5 M430,WINDOWS 10,1.9,43580.38
LENOVO,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.3,55091.52
LENOVO,NOTEBOOK,15.6,1366x768,2.2,4.0,128.0,AMD Radeon R2 Graphics,WINDOWS 10,2.2,18594.72
HP,2 IN 1 CONVERTIBLE,14.0,1920x1080,2.4,4.0,128.0,Nvidia GeForce 940MX,WINDOWS 10,1.63,37242.72
MSI,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.4,68944.32
ASUS,ULTRABOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.1,60472.8
HP,2 IN 1 CONVERTIBLE,11.6,1366x768,1.1,8.0,64.0,Intel HD Graphics 500,CHROME OS,1.4,26373.6
LG,ULTRABOOK,15.6,1920x1080,1.8,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.09,122490.72
ACER,GAMING,15.6,1920x1080,2.5,16.0,256.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.5,69210.72
MSI,GAMING,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.2,53168.11
ASUS,NOTEBOOK,15.6,1366x768,1.1,4.0,128.0,Intel HD Graphics 500,WINDOWS 10,1.86,22324.32
DELL,GAMING,15.6,1920x1080,2.5,16.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,3.21,109277.28
HP,NOTEBOOK,17.3,1920x1080,2.0,4.0,256.0,AMD Radeon R5 520,WINDOWS 10,2.5,37242.72
LENOVO,2 IN 1 CONVERTIBLE,13.3,1920x1080,1.8,8.0,512.0,Intel UHD Graphics 620,WINDOWS 10,1.19,79866.72
DELL,GAMING,15.6,1920x1080,2.9,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,3.49,149916.6
HP,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,AMD Radeon 520,WINDOWS 10,1.86,32639.86
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,AMD Radeon R5 M430,WINDOWS 10,2.2,29073.3
HP,NOTEBOOK,17.3,1920x1080,2.4,6.0,2048.0,AMD Radeon R7 M440,WINDOWS 10,2.65,30316.32
LENOVO,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics 510,WINDOWS 10,2.1,16943.04
ACER,NOTEBOOK,14.0,1366x768,1.6,4.0,32.0,Intel HD Graphics 510,CHROME OS,1.45,19980.0
LENOVO,NOTEBOOK,14.0,1920x1080,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.7,37242.72
HP,WORKSTATION,17.3,1920x1080,2.8,8.0,500.0,Nvidia Quadro M1200,WINDOWS 10,3.14,101657.71
LENOVO,2 IN 1 CONVERTIBLE,14.0,2560x1440,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.42,137995.2
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.5,51841.44
ACER,NETBOOK,11.6,1366x768,1.6,4.0,32.0,Intel HD Graphics,WINDOWS 10,1.4,14332.32
LENOVO,2 IN 1 CONVERTIBLE,14.0,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.38,93186.72
ASUS,2 IN 1 CONVERTIBLE,12.5,1920x1080,0.9,4.0,64.0,Intel HD Graphics 515,CHROME OS,1.2,35644.32
TOSHIBA,ULTRABOOK,13.3,1920x1080,2.5,16.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.36,100006.56
HP,NOTEBOOK,15.6,1920x1080,2.7,4.0,500.0,AMD Radeon 530,WINDOWS 10,2.1,36709.92
DELL,GAMING,15.6,1920x1080,2.5,8.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.56,43636.32
LENOVO,NOTEBOOK,15.6,1920x1080,2.9,4.0,256.0,AMD Radeon 530,WINDOWS 10,2.2,21258.72
LENOVO,NOTEBOOK,15.6,1366x768,3.6,8.0,1024.0,AMD Radeon R7,WINDOWS 10,2.2,22857.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,4.0,2048.0,Intel HD Graphics 620,WINDOWS 10,2.1,33110.86
LENOVO,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,NO OS,1.9,23976.0
DELL,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.18,42357.6
ACER,2 IN 1 CONVERTIBLE,13.3,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.6,53226.72
LENOVO,WORKSTATION,15.6,1920x1080,2.5,16.0,512.0,Nvidia Quadro M520M,WINDOWS 7,2.18,98834.4
LENOVO,NOTEBOOK,14.0,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.8,63456.48
HP,NOTEBOOK,17.3,1920x1080,2.5,6.0,2048.0,AMD Radeon 530,WINDOWS 10,2.71,34898.93
LENOVO,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.5,66546.72
DELL,NOTEBOOK,14.0,1920x1080,2.8,8.0,256.0,Nvidia GeForce 930MX,LINUX,1.64,58021.92
DELL,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Intel HD Graphics 620,LINUX,1.98,38681.28
ASUS,NOTEBOOK,14.0,1920x1080,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.5,15877.44
DELL,NOTEBOOK,15.6,1920x1080,2.6,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.93,76012.44
LENOVO,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Nvidia GeForce 920MX,WINDOWS 10,1.87,45664.69
DELL,NOTEBOOK,15.6,1920x1080,2.6,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.9,62817.12
LENOVO,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,AMD Radeon R4,WINDOWS 10,2.19,15877.44
MEDIACOM,NOTEBOOK,14.0,1920x1200,1.92,4.0,32.0,Intel HD Graphics 400,WINDOWS 10,1.4,14119.2
HP,NOTEBOOK,17.3,1920x1080,2.7,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,2.63,63936.0
LENOVO,ULTRABOOK,14.0,2560x1440,2.5,8.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.17,89864.18
HP,2 IN 1 CONVERTIBLE,13.3,1366x768,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.58,44574.05
LENOVO,ULTRABOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.32,79866.72
DELL,GAMING,17.3,3840x2160,2.8,32.0,2048.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.36,194972.83
MSI,GAMING,17.3,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.7,71847.01
LENOVO,NOTEBOOK,15.6,1366x768,2.5,4.0,1024.0,Intel HD Graphics 620,NO OS,1.9,26101.87
DELL,NOTEBOOK,15.6,1920x1080,1.6,8.0,1152.0,AMD Radeon 530,WINDOWS 10,2.2,38308.32
DELL,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.4,4.0,1024.0,Intel HD Graphics 620,WINDOWS 10,1.71,34578.72
DELL,NOTEBOOK,15.6,1366x768,2.5,8.0,1024.0,AMD Radeon R7 M445,LINUX,2.32,31409.63
HP,NOTEBOOK,15.6,1920x1080,3.0,4.0,1024.0,AMD Radeon 520,WINDOWS 10,2.1,26053.92
ACER,GAMING,17.3,1920x1080,2.6,16.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,4.2,103096.8
DELL,NOTEBOOK,15.6,1366x768,2.5,12.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.25,34578.72
HP,NOTEBOOK,15.6,1920x1080,3.0,6.0,1152.0,AMD Radeon 520,WINDOWS 10,2.1,34632.0
ACER,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.4,29783.52
LENOVO,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.44,51148.8
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,4.0,1024.0,Intel HD Graphics 620,WINDOWS 10,1.85,41505.12
HP,WORKSTATION,15.6,1920x1080,2.8,16.0,256.0,Nvidia Quadro M2200,WINDOWS 10,2.6,128884.32
DELL,2 IN 1 CONVERTIBLE,13.3,1920x1080,1.6,8.0,1024.0,Intel UHD Graphics 620,WINDOWS 10,1.55,35111.52
MSI,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1060,WINDOWS 10,1.8,111593.89
ACER,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.4,21887.42
DELL,NOTEBOOK,15.6,1920x1080,2.7,8.0,1152.0,Nvidia GeForce 940MX,WINDOWS 10,2.0,64308.96
DELL,NOTEBOOK,15.6,1366x768,2.0,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,2.0,35431.2
TOSHIBA,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.25,81784.8
LENOVO,2 IN 1 CONVERTIBLE,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.7,53226.72
LENOVO,WORKSTATION,15.6,3840x2160,2.8,16.0,1024.0,Nvidia Quadro M520M,WINDOWS 10,2.5,175770.72
ACER,NOTEBOOK,14.0,1366x768,1.6,2.0,32.0,Intel HD Graphics 400,CHROME OS,1.68,17582.4
SAMSUNG,ULTRABOOK,13.3,1920x1080,2.7,16.0,256.0,Intel HD Graphics 620,WINDOWS 10,0.81,87858.72
HP,NOTEBOOK,15.6,1920x1080,2.0,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.86,28717.92
DELL,NOTEBOOK,14.0,1366x768,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.6,60031.11
HP,WORKSTATION,17.3,1920x1080,2.9,16.0,256.0,Nvidia Quadro M2000M,WINDOWS 7,3.0,233845.92
LENOVO,NETBOOK,11.6,1366x768,1.6,4.0,128.0,Intel HD Graphics 400,WINDOWS 10,1.4,25308.0
HP,NOTEBOOK,15.6,1920x1080,2.4,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.84,101232.0
ASUS,NOTEBOOK,15.6,1366x768,2.3,4.0,1024.0,Nvidia GeForce GTX 950M,NO OS,2.45,30849.12
LENOVO,ULTRABOOK,14.0,1920x1080,2.3,4.0,180.0,Intel HD Graphics 520,WINDOWS 10,1.7,58394.88
ASUS,NOTEBOOK,15.6,1366x768,2.7,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.37,45282.67
LENOVO,2 IN 1 CONVERTIBLE,13.3,3200x1800,1.8,8.0,256.0,Intel HD Graphics 540,WINDOWS 10,1.3,63882.72
HP,NOTEBOOK,15.6,1920x1080,2.5,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.2,58554.72
HP,WORKSTATION,15.6,1920x1080,2.6,8.0,256.0,Nvidia Quadro M1000M,WINDOWS 7,2.59,83170.08
DELL,GAMING,15.6,3840x2160,2.8,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.42,152859.79
ACER,NOTEBOOK,15.6,1366x768,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.1,31914.72
LENOVO,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.5,55837.44
DELL,ULTRABOOK,12.5,1920x1080,2.8,16.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.18,99047.52
GOOGLE,ULTRABOOK,12.3,2400x1600,1.2,8.0,256.0,Intel HD Graphics 615,CHROME OS,1.1,83063.52
ASUS,ULTRABOOK,13.3,3200x1800,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.2,60153.12
DELL,NOTEBOOK,13.3,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.65,45234.72
ACER,NOTEBOOK,13.3,1366x768,2.3,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.6,34898.4
ASUS,NOTEBOOK,17.3,1366x768,1.1,4.0,1024.0,Nvidia GeForce 920MX,WINDOWS 10,2.8,25059.72
DELL,GAMING,15.6,3840x2160,2.6,16.0,1152.0,Nvidia GeForce GTX 960M,WINDOWS 10,2.72,58554.72
SAMSUNG,ULTRABOOK,13.3,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.31,85194.72
ACER,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 505,LINUX,2.1,15877.44
DELL,NOTEBOOK,15.6,1920x1080,2.7,16.0,256.0,AMD Radeon R7 M445,WINDOWS 10,2.3,62938.07
SAMSUNG,2 IN 1 CONVERTIBLE,15.0,1920x1080,2.7,16.0,256.0,AMD Radeon 540,WINDOWS 10,1.71,95850.72
TOSHIBA,NOTEBOOK,14.0,1366x768,2.3,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.75,54345.6
DELL,GAMING,15.6,1920x1080,2.8,8.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.62,58554.72
HP,ULTRABOOK,12.5,1366x768,2.3,4.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.26,66280.32
ASUS,2 IN 1 CONVERTIBLE,15.6,1920x1080,2.7,12.0,2048.0,Nvidia GeForce 940MX,WINDOWS 10,2.3,44701.92
LENOVO,NOTEBOOK,15.6,3840x2160,2.7,16.0,512.0,Nvidia Quadro M2000M,WINDOWS 7,2.5,126273.6
ACER,NOTEBOOK,14.0,1920x1080,2.4,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.8,33886.08
RAZER,GAMING,14.0,1920x1080,2.8,16.0,512.0,Nvidia GeForce GTX 1060,WINDOWS 10,1.95,154458.72
ASUS,NOTEBOOK,15.6,1920x1080,1.1,8.0,128.0,Intel HD Graphics 505,WINDOWS 10,2.0,31003.63
DELL,GAMING,17.3,1920x1080,2.8,32.0,2048.0,Nvidia GeForce GTX 1070M,WINDOWS 10,4.42,191211.26
ASUS,GAMING,17.3,1920x1080,2.6,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.3,125208.0
TOSHIBA,ULTRABOOK,14.0,1920x1080,2.6,16.0,512.0,Nvidia GeForce 930M,WINDOWS 10,1.47,93985.92
LENOVO,NOTEBOOK,15.6,1366x768,1.6,8.0,1024.0,Intel HD Graphics 405,NO OS,2.2,17529.12
LENOVO,ULTRABOOK,14.0,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.7,122490.72
MSI,GAMING,14.0,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1060,WINDOWS 10,1.6,100752.48
MSI,GAMING,15.6,1920x1080,2.5,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.2,58021.92
LENOVO,GAMING,15.6,1920x1080,2.8,4.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.4,53226.72
ACER,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1060,WINDOWS 10,4.2,122490.72
DELL,GAMING,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.62,52480.8
ASUS,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX1060,WINDOWS 10,2.24,71341.92
VERO,NOTEBOOK,14.0,1920x1080,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.22,10810.51
LENOVO,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.37,104961.6
LENOVO,2 IN 1 CONVERTIBLE,15.6,1920x1080,2.5,8.0,256.0,AMD Radeon R7 M460,WINDOWS 10,2.08,51095.52
APPLE,ULTRABOOK,12.0,2304x1440,1.2,8.0,512.0,Intel HD Graphics 5300,MAC OS X,0.92,62071.2
LENOVO,2 IN 1 CONVERTIBLE,14.0,2560x1440,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.42,124142.4
ASUS,NOTEBOOK,14.0,1366x768,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.63,15930.72
DELL,NOTEBOOK,15.6,1366x768,2.5,8.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.95,43156.8
LENOVO,2 IN 1 CONVERTIBLE,13.9,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.38,71874.72
DELL,NOTEBOOK,15.6,1920x1080,2.0,8.0,256.0,AMD Radeon R5 M420X,WINDOWS 10,2.0,39373.92
HP,WORKSTATION,15.6,1920x1080,2.8,8.0,256.0,Nvidia Quadro M2200,WINDOWS 10,3.14,110017.87
ASUS,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.37,58554.72
DELL,ULTRABOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.29,79866.72
DELL,NOTEBOOK,15.6,3840x2160,2.5,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.06,93186.72
DELL,NETBOOK,11.6,1366x768,1.1,4.0,128.0,Intel HD Graphics 505,WINDOWS 10,1.63,39640.32
HP,NETBOOK,12.5,1366x768,2.6,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.26,74005.92
TOSHIBA,NOTEBOOK,15.6,1366x768,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.1,41558.4
HP,NOTEBOOK,15.6,1366x768,2.5,8.0,2048.0,AMD Radeon R7 Graphics,WINDOWS 10,2.04,33513.12
DELL,GAMING,15.6,3840x2160,2.8,16.0,512.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.62,89457.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,4.0,1024.0,Nvidia GeForce 920M,WINDOWS 10,2.4,32447.52
HP,GAMING,17.3,1920x1080,2.8,12.0,1024.0,AMD Radeon RX 580,WINDOWS 10,3.74,93186.72
MSI,GAMING,17.3,1920x1080,2.8,16.0,1536.0,Nvidia GeForce GTX 1070,WINDOWS 10,2.9,128671.2
SAMSUNG,ULTRABOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,0.81,79866.72
DELL,NOTEBOOK,15.6,1920x1080,2.7,8.0,1024.0,Nvidia GeForce GT 940MX,WINDOWS 10,1.98,51202.08
DELL,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,AMD Radeon R5 M420,WINDOWS 10,2.18,42081.08
LENOVO,ULTRABOOK,14.0,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.32,99047.52
RAZER,ULTRABOOK,12.5,3840x2160,2.5,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.29,95850.72
HP,NETBOOK,11.6,1366x768,1.6,4.0,16.0,Intel HD Graphics 400,CHROME OS,1.23,20512.8
DELL,GAMING,17.3,1920x1080,2.8,16.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,4.36,133467.47
DELL,NOTEBOOK,14.0,1366x768,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.76,40226.4
LENOVO,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.1,26101.87
TOSHIBA,ULTRABOOK,14.0,1366x768,2.5,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.25,58075.2
LENOVO,ULTRABOOK,14.0,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.13,133146.72
MSI,GAMING,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.4,63882.72
LENOVO,ULTRABOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.13,99900.0
TOSHIBA,NOTEBOOK,14.0,1366x768,2.1,4.0,128.0,Intel HD Graphics 510,WINDOWS 10,1.75,26586.72
ASUS,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.1,72354.24
DELL,NOTEBOOK,14.0,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.76,31168.8
ACER,NETBOOK,11.6,1366x768,1.6,4.0,32.0,Intel HD Graphics 400,CHROME OS,1.35,18914.4
ACER,NOTEBOOK,14.0,1920x1080,2.4,8.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.5,32980.32
RAZER,GAMING,17.3,3840x2160,2.9,32.0,512.0,Nvidia GeForce GTX 1080,WINDOWS 10,3.49,292986.72
LENOVO,ULTRABOOK,14.0,2560x1440,2.6,16.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.1,111834.72
ASUS,NOTEBOOK,15.6,1920x1080,2.5,4.0,1024.0,Nvidia GeForce 920,LINUX,2.1,27652.32
LENOVO,NOTEBOOK,14.0,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.7,63190.08
LENOVO,NOTEBOOK,14.0,1920x1080,2.6,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.32,87912.0
DELL,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,3.21,147832.29
