Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
LENOVO,NOTEBOOK,15.6,1366x768,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.2,31808.16
ACER,NOTEBOOK,15.6,1920x1080,2.8,8.0,1024.0,Nvidia GeForce GTX 1050,LINUX,2.4,41505.12
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.9,74964.96
HP,NOTEBOOK,15.6,1920x1080,2.0,4.0,500.0,Intel HD Graphics 520,NO OS,2.1,18594.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,NO OS,2.2,29250.72
HUAWEI,ULTRABOOK,13.0,2160x1440,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.05,79866.72
DELL,ULTRABOOK,13.3,1920x1080,1.8,8.0,256.0,AMD Radeon 530,WINDOWS 10,1.4,49650.57
LENOVO,NOTEBOOK,17.3,1600x900,2.5,8.0,1024.0,Nvidia GeForce GTX 940MX,NO OS,2.8,31381.92
HP,NOTEBOOK,14.0,1920x1080,1.8,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,1.63,54931.68
DELL,ULTRABOOK,14.0,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.6,61218.72
DELL,2 IN 1 CONVERTIBLE,13.3,1920x1080,1.8,16.0,512.0,Intel UHD Graphics 620,WINDOWS 10,1.62,68145.12
DELL,NOTEBOOK,15.6,1920x1080,1.6,8.0,256.0,AMD Radeon 520,LINUX,2.2,36089.21
LENOVO,2 IN 1 CONVERTIBLE,14.0,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.74,47898.72
TOSHIBA,ULTRABOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.2,72620.64
HP,NOTEBOOK,15.6,1920x1080,1.6,8.0,1024.0,Intel UHD Graphics 620,WINDOWS 10,2.1,42304.32
DELL,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1060,WINDOWS 10,4.42,130873.8
ACER,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,2.2,44328.96
DELL,NOTEBOOK,15.6,1920x1080,2.7,16.0,1024.0,AMD Radeon R7 M445,WINDOWS 10,2.3,45768.05
ASUS,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce 920MX ,WINDOWS 10,2.0,40972.32
ASUS,NOTEBOOK,17.3,1920x1080,2.5,8.0,756.0,Nvidia GeForce GTX 950M,WINDOWS 10,2.69,47472.48
HP,NOTEBOOK,15.6,1920x1080,2.7,8.0,1024.0,AMD FirePro W4190M ,WINDOWS 10,1.9,67612.32
ASUS,NOTEBOOK,15.6,1366x768,2.4,4.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.37,21258.19
HP,NOTEBOOK,15.6,1366x768,1.5,4.0,500.0,AMD Radeon R2,WINDOWS 10,2.1,17582.4
LENOVO,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1060,WINDOWS 10,3.2,79866.72
DELL,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.6,45767.52
ACER,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.6,36709.92
DELL,NOTEBOOK,15.6,1920x1080,2.7,16.0,256.0,AMD Radeon R7 M445,LINUX,2.36,47898.72
ACER,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,Intel HD Graphics 520,LINUX,2.1,20779.2
ASUS,NOTEBOOK,15.6,1920x1080,2.5,4.0,1152.0,AMD Radeon R5 M430,WINDOWS 10,2.2,30636.0
ASUS,GAMING,17.3,1920x1080,2.9,32.0,1536.0,Nvidia GeForce GTX 1080,WINDOWS 10,4.7,207259.2
ACER,GAMING,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.5,45074.88
LENOVO,NOTEBOOK,15.6,1366x768,2.0,8.0,128.0,Intel HD Graphics 520,WINDOWS 10,2.2,31381.92
ASUS,NOTEBOOK,17.3,1920x1080,1.8,8.0,1152.0,Nvidia GeForce 150MX,WINDOWS 10,2.1,61005.6
ASUS,NOTEBOOK,17.3,1920x1080,2.7,8.0,1152.0,Nvidia GeForce GTX 950M,NO OS,2.69,47365.92
DELL,GAMING,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.56,46833.12
LENOVO,2 IN 1 CONVERTIBLE,13.9,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.38,57489.12
DELL,NOTEBOOK,15.6,1920x1080,1.8,8.0,2176.0,AMD Radeon 530,WINDOWS 10,2.2,52480.8
HP,NOTEBOOK,15.6,1366x768,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.04,29783.52
ASUS,GAMING,17.3,1920x1080,2.9,16.0,256.0,Nvidia GeForce GTX 1080,WINDOWS 10,3.6,159786.72
HP,NOTEBOOK,13.3,1920x1080,1.6,4.0,500.0,Intel UHD Graphics 620,WINDOWS 10,1.49,35964.0
APPLE,ULTRABOOK,13.3,2560x1600,3.1,8.0,512.0,Intel Iris Plus Graphics 650,MACOS,1.37,108691.2
DELL,2 IN 1 CONVERTIBLE,15.6,1920x1080,1.8,8.0,1024.0,Intel UHD Graphics 620,WINDOWS 10,2.08,43636.32
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 980M,WINDOWS 10,4.3,95850.72
ASUS,NOTEBOOK,15.6,1366x768,3.0,4.0,1024.0,AMD Radeon R5 M420,WINDOWS 10,1.68,24988.32
LENOVO,2 IN 1 CONVERTIBLE,13.9,1920x1080,1.8,8.0,512.0,Intel UHD Graphics 620,WINDOWS 10,1.37,98514.72
ACER,NOTEBOOK,17.3,1920x1080,2.7,4.0,256.0,Nvidia GeForce MX130,WINDOWS 10,3.0,37402.56
DELL,ULTRABOOK,13.3,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.41,50562.72
HP,NOTEBOOK,15.6,1366x768,2.5,8.0,128.0,AMD Radeon R4 Graphics,WINDOWS 10,1.91,23757.55
HP,NOTEBOOK,17.3,1920x1080,1.8,16.0,1024.0,Nvidia GeForce MX150,WINDOWS 10,2.9,56423.52
MSI,GAMING,17.3,1920x1080,2.8,16.0,1536.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.14,133146.72
LENOVO,2 IN 1 CONVERTIBLE,15.6,1920x1080,2.8,8.0,512.0,Nvidia GeForce GTX 1050M,WINDOWS 10,2.0,90522.72
DELL,NOTEBOOK,17.3,1920x1080,1.8,8.0,1152.0,AMD Radeon 530,WINDOWS 10,2.8,60845.76
LENOVO,NOTEBOOK,15.6,1920x1080,2.0,4.0,256.0,Intel HD Graphics 520,NO OS,2.2,23656.32
HP,NOTEBOOK,15.6,1920x1080,1.6,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.1,38468.16
DELL,NOTEBOOK,15.6,1920x1080,2.5,4.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.18,35004.96
DELL,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,AMD Radeon R5 M430,WINDOWS 10,2.24,30103.2
DELL,2 IN 1 CONVERTIBLE,15.6,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,2.67,42570.72
ASUS,2 IN 1 CONVERTIBLE,13.3,1920x1080,1.8,8.0,1024.0,Intel UHD Graphics 620,WINDOWS 10,1.1,79866.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,4.0,1024.0,Intel HD Graphics 620,NO OS,2.2,24881.76
HP,NOTEBOOK,17.3,1920x1080,1.8,8.0,1024.0,Nvidia GeForce 930MX ,WINDOWS 10,2.5,54239.04
LENOVO,NOTEBOOK,15.6,1920x1080,1.8,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,2.05,46886.4
APPLE,ULTRABOOK,13.3,2560x1600,2.9,8.0,512.0,Intel Iris Graphics 550,MACOS,1.37,104370.19
ASUS,GAMING,17.3,1920x1080,3.0,16.0,1280.0,AMD Radeon RX 580,WINDOWS 10,3.2,82530.72
DELL,NOTEBOOK,15.6,1920x1080,1.8,8.0,256.0,AMD Radeon 520,LINUX,2.14,39164.53
LENOVO,2 IN 1 CONVERTIBLE,14.0,2560x1440,2.6,16.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.36,133146.72
TOSHIBA,NOTEBOOK,15.6,1366x768,2.5,8.0,500.0,Nvidia GeForce 930M,WINDOWS 10,2.2,43263.36
DELL,NOTEBOOK,15.6,1366x768,2.7,12.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.3,37992.37
DELL,NOTEBOOK,17.3,1920x1080,1.8,8.0,1152.0,AMD Radeon 530,LINUX,2.8,58554.72
ACER,NOTEBOOK,15.6,1920x1080,1.8,8.0,1024.0,Nvidia GeForce MX130,WINDOWS 10,2.2,39693.6
LENOVO,NOTEBOOK,17.3,1600x900,2.0,4.0,1024.0,Intel HD Graphics 520,WINDOWS 10,2.8,26053.92
LENOVO,NOTEBOOK,17.3,1920x1080,1.8,8.0,2048.0,Nvidia GeForce MX150,NO OS,2.8,45234.72
LENOVO,NOTEBOOK,17.3,1600x900,2.7,6.0,1152.0,Nvidia GeForce 940MX,WINDOWS 10,2.8,45767.52
DELL,NOTEBOOK,15.6,1920x1080,2.0,4.0,1024.0,AMD Radeon R5 M430,LINUX,2.25,22803.84
LENOVO,GAMING,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.5,44169.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,6.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.2,30849.12
ACER,NOTEBOOK,15.6,1920x1080,1.8,8.0,256.0,Nvidia GeForce MX150,WINDOWS 10,3.0,50669.28
ACER,NOTEBOOK,15.6,1920x1080,2.7,12.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.15,35111.52
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,Intel HD Graphics 630,WINDOWS 10,1.95,58448.16
ASUS,ULTRABOOK,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,1.7,52054.56
LENOVO,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.5,62817.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,8.0,1024.0,Nvidia GeForce 940MX,NO OS,2.2,35112.05
ACER,NOTEBOOK,15.6,1366x768,1.5,2.0,16.0,Intel HD Graphics,CHROME OS,2.19,10602.72
ASUS,GAMING,17.3,1920x1080,2.8,8.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,3.0,63243.36
HP,NOTEBOOK,17.3,1600x900,2.0,8.0,1024.0,Intel HD Graphics 520,WINDOWS 10,2.54,26053.92
DELL,NOTEBOOK,15.6,1920x1080,2.8,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.0,97449.12
LENOVO,NOTEBOOK,15.6,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,2.05,39373.92
LENOVO,GAMING,15.6,1920x1080,2.8,8.0,1024.0,Nvidia GeForce GTX 1060,WINDOWS 10,3.2,69210.72
ACER,NOTEBOOK,15.6,1920x1080,2.8,8.0,256.0,Nvidia GeForce GTX 1050 Ti,LINUX,2.5,52161.12
DELL,WORKSTATION,17.3,1920x1080,2.9,16.0,256.0,Nvidia Quadro M1200,WINDOWS 10,3.42,153705.34
LENOVO,NOTEBOOK,15.6,1920x1080,2.4,6.0,1024.0,AMD Radeon R5 430,WINDOWS 10,2.4,26586.72
ASUS,ULTRABOOK,15.6,1920x1080,2.7,16.0,512.0,Nvidia GeForce 940MX,WINDOWS 10,1.63,78215.04
ASUS,NOTEBOOK,14.0,1366x768,2.4,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.3,27119.52
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,2.9,113060.16
LENOVO,NOTEBOOK,17.3,1600x900,2.5,6.0,1024.0,Nvidia GeForce GTX 940M,WINDOWS 10,2.8,34578.72
LENOVO,NOTEBOOK,15.6,1366x768,2.5,8.0,2048.0,Nvidia GeForce 940MX,NO OS,2.2,29250.72
ASUS,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.5,67399.2
LENOVO,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 505,NO OS,2.2,19180.27
HP,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.8,16.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.28,105228.0
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce 930M,WINDOWS 10,2.2,55571.04
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,1152.0,Nvidia GeForce 940MX,WINDOWS 10,2.3,43636.32
HP,NOTEBOOK,15.6,1920x1080,2.0,4.0,1024.0,Intel HD Graphics 520,WINDOWS 10,1.86,24988.32
LENOVO,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.1,53226.72
DELL,ULTRABOOK,13.3,3840x2160,1.8,16.0,1024.0,Intel UHD Graphics 620,WINDOWS 10,1.21,133146.72
MSI,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,2.8,111834.72
ACER,NOTEBOOK,15.6,1920x1080,2.2,8.0,256.0,AMD Radeon R5,WINDOWS 10,2.23,24988.32
ASUS,2 IN 1 CONVERTIBLE,11.6,1366x768,1.1,2.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.1,14652.0
DELL,NOTEBOOK,15.6,1920x1080,1.6,8.0,1152.0,AMD Radeon 530,WINDOWS 10,2.33,44968.32
HP,2 IN 1 CONVERTIBLE,13.3,3840x2160,1.8,16.0,1024.0,Intel UHD Graphics 620,WINDOWS 10,1.29,130482.72
LENOVO,NOTEBOOK,13.3,1366x768,1.6,4.0,16.0,Intel HD Graphics 510,CHROME OS,1.45,24503.47
HP,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.95,52214.4
ACER,NOTEBOOK,11.6,1366x768,1.6,4.0,128.0,Intel HD Graphics 405,WINDOWS 10,1.4,25840.8
HP,NOTEBOOK,14.0,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.48,68837.76
LENOVO,NOTEBOOK,17.3,1600x900,2.5,4.0,1024.0,Nvidia GeForce 920MX,WINDOWS 10,2.79,31381.92
ASUS,NOTEBOOK,14.0,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.0,58288.32
HP,NOTEBOOK,15.6,1366x768,1.8,8.0,1024.0,Intel UHD Graphics 620,WINDOWS 10,2.1,48058.56
ACER,NOTEBOOK,15.6,1366x768,2.7,8.0,256.0,AMD Radeon RX 540,WINDOWS 10,2.2,35111.52
LENOVO,NOTEBOOK,14.0,1366x768,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.44,15557.76
ACER,NOTEBOOK,15.6,1366x768,2.5,6.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.23,29250.72
ASUS,ULTRABOOK,15.6,1920x1080,2.7,8.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,1.7,55938.67
HP,ULTRABOOK,12.5,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.26,71128.8
DELL,NOTEBOOK,15.6,3840x2160,2.8,32.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.06,140605.92
MSI,GAMING,17.3,1920x1080,2.8,8.0,1280.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.7,63882.72
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.0,50243.04
ASUS,NOTEBOOK,14.0,1920x1080,2.7,8.0,1280.0,Intel HD Graphics 620,WINDOWS 10,2.0,71075.52
LENOVO,NOTEBOOK,15.6,1920x1080,2.0,4.0,1024.0,Intel HD Graphics 520,WINDOWS 10,1.85,23922.72
ASUS,GAMING,15.6,1920x1080,2.8,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.5,53226.72
HP,NOTEBOOK,14.0,1920x1080,2.6,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.48,67559.04
DELL,ULTRABOOK,15.6,1920x1080,1.6,8.0,1152.0,Nvidia GeForce 940MX,WINDOWS 10,1.9,55890.72
HP,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.84,60952.32
ASUS,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 500,LINUX,2.0,14651.47
DELL,NOTEBOOK,15.6,1920x1080,1.6,8.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,2.0,60885.72
DELL,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics,LINUX,2.2,14646.67
LENOVO,NOTEBOOK,15.6,1920x1080,3.6,12.0,2048.0,AMD Radeon 530,WINDOWS 10,2.2,47898.72
HP,NOTEBOOK,15.6,1920x1080,2.4,8.0,1024.0,Nvidia GeForce 930MX ,WINDOWS 10,2.1,38148.48
LENOVO,2 IN 1 CONVERTIBLE,13.9,3840x2160,1.8,16.0,512.0,Intel UHD Graphics 620,WINDOWS 10,1.4,111834.72
DELL,ULTRABOOK,13.3,1920x1080,1.8,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.2,84129.12
LENOVO,GAMING,15.6,1920x1080,2.8,16.0,2304.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.4,60153.12
HP,NOTEBOOK,14.0,1366x768,1.6,2.0,32.0,Intel HD Graphics 400,WINDOWS 10,1.44,14865.12
DELL,ULTRABOOK,15.6,1920x1080,1.9,16.0,768.0,Intel UHD Graphics 620,WINDOWS 10,1.88,85672.11
ASUS,2 IN 1 CONVERTIBLE,11.6,1366x768,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.5,19980.0
DELL,ULTRABOOK,15.6,1920x1080,1.6,8.0,1024.0,AMD Radeon 530,WINDOWS 10,1.9,35324.64
DELL,NOTEBOOK,15.6,3840x2160,2.8,16.0,512.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.06,108020.94
HP,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.84,69477.12
MSI,GAMING,17.3,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.7,75071.52
HP,WORKSTATION,15.6,1920x1080,2.8,8.0,256.0,Nvidia Quadro M1200,WINDOWS 10,2.6,92615.03
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.5,16.0,512.0,Nvidia GeForce 930M,WINDOWS 10,2.4,74751.84
DELL,NOTEBOOK,15.6,1920x1080,1.8,8.0,2176.0,AMD Radeon 530,WINDOWS 10,2.02,51729.55
LENOVO,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 500,NO OS,2.2,17155.63
DELL,GAMING,15.6,1920x1080,2.5,8.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.65,53226.72
DELL,NOTEBOOK,15.6,1366x768,2.5,8.0,2048.0,Intel HD Graphics 620,WINDOWS 10,2.36,29696.67
DELL,NOTEBOOK,14.0,1920x1080,2.6,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.36,76030.56
HP,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.86,23389.92
ASUS,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.0,50349.6
LENOVO,NOTEBOOK,17.3,1600x900,2.5,6.0,1152.0,Nvidia GeForce GTX 940MX,WINDOWS 10,2.8,38308.32
HP,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,1.86,34045.92
LENOVO,NOTEBOOK,15.6,1366x768,2.0,8.0,256.0,Nvidia GeForce 920MX ,NO OS,2.2,26586.72
HP,NOTEBOOK,15.6,1366x768,1.6,8.0,2048.0,Intel HD Graphics 405,WINDOWS 10,2.04,20725.92
DELL,NOTEBOOK,17.3,1920x1080,1.6,8.0,1152.0,AMD Radeon 530,WINDOWS 10,2.8,57808.8
LENOVO,GAMING,15.6,1920x1080,2.5,8.0,1152.0,Nvidia GeForce GTX 1050,NO OS,2.4,43103.52
DELL,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,AMD Radeon R7 M445,WINDOWS 10,2.33,47898.72
HP,ULTRABOOK,14.0,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.36,93240.0
ASUS,2 IN 1 CONVERTIBLE,15.6,1920x1080,2.7,12.0,2560.0,Nvidia GeForce GT 940MX,WINDOWS 10,2.26,58554.72
ACER,NOTEBOOK,15.6,1366x768,3.0,4.0,128.0,AMD Radeon R5,WINDOWS 10,2.1,22697.28
ASUS,GAMING,17.3,1920x1080,3.0,16.0,1280.0,AMD Radeon RX 580,WINDOWS 10,3.25,117162.72
LENOVO,NOTEBOOK,17.3,1600x900,2.2,4.0,128.0,AMD Radeon R5,WINDOWS 10,2.6,26053.92
DELL,2 IN 1 CONVERTIBLE,13.3,1920x1080,1.8,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.62,46300.85
HP,NOTEBOOK,15.6,1920x1080,3.0,4.0,256.0,AMD Radeon R5,WINDOWS 10,1.91,26053.39
LENOVO,NETBOOK,11.6,1366x768,1.1,4.0,128.0,Intel HD Graphics 500,WINDOWS 10,1.59,29463.84
DELL,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics 400,WINDOWS 10,1.8,16463.52
ASUS,NOTEBOOK,14.0,1366x768,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.5,15238.08
ACER,NOTEBOOK,15.6,1920x1080,2.8,8.0,1024.0,Nvidia GeForce GTX 1050,LINUX,2.4,45074.88
HP,GAMING,17.3,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,3.35,63456.48
LENOVO,NOTEBOOK,15.6,1920x1080,2.0,4.0,128.0,Intel HD Graphics 520,NO OS,1.85,21498.48
ASUS,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.3,88178.4
LENOVO,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,1.5,58554.72
ASUS,ULTRABOOK,13.3,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.1,93181.39
LENOVO,ULTRABOOK,14.0,2560x1440,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.13,121584.96
LENOVO,NOTEBOOK,13.3,1920x1080,2.4,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.5,29250.72
DELL,WORKSTATION,15.6,1920x1080,2.6,8.0,500.0,AMD FirePro W5130M,WINDOWS 10,2.23,72940.32
DELL,WORKSTATION,15.6,1920x1080,2.7,8.0,256.0,Nvidia Quadro M1200,WINDOWS 10,2.0,113752.8
LENOVO,2 IN 1 CONVERTIBLE,14.0,2560x1440,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.42,133679.52
ASUS,GAMING,17.3,1920x1080,2.8,8.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,3.0,55357.92
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,3.0,84768.48
ACER,NOTEBOOK,15.6,1366x768,1.6,12.0,1024.0,Nvidia GeForce MX130,WINDOWS 10,2.2,36975.79
MSI,GAMING,17.3,1920x1080,2.8,8.0,256.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.7,71874.72
DELL,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,AMD Radeon R7 M445,LINUX,2.33,41498.19
HP,ULTRABOOK,15.6,1920x1080,3.0,4.0,256.0,AMD Radeon 520,WINDOWS 10,1.91,26586.72
LENOVO,NOTEBOOK,15.6,1920x1080,1.8,8.0,256.0,AMD Radeon RX 550,WINDOWS 10,2.1,65510.96
LENOVO,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.9,49976.64
DELL,WORKSTATION,15.6,3840x2160,2.8,8.0,256.0,Nvidia Quadro M1200,WINDOWS 10,1.78,144495.36
LENOVO,ULTRABOOK,14.0,2560x1440,2.7,16.0,1024.0,Intel HD Graphics 620,WINDOWS 10,1.13,139860.0
LENOVO,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 500,WINDOWS 10,2.2,16303.68
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.9,81465.12
LENOVO,NOTEBOOK,15.6,1920x1080,1.6,8.0,1280.0,AMD Radeon RX 550,WINDOWS 10,2.1,60978.96
ACER,NOTEBOOK,15.6,1920x1080,2.8,8.0,256.0,Nvidia GeForce GTX 1050,LINUX,2.5,46833.12
MSI,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,2.8,119826.72
ASUS,ULTRABOOK,14.0,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.1,99793.44
TOSHIBA,ULTRABOOK,13.3,1920x1080,2.5,16.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.2,93080.16
DELL,ULTRABOOK,14.0,1920x1080,2.8,8.0,512.0,Intel HD Graphics,WINDOWS 10,1.36,89510.4
LENOVO,NOTEBOOK,15.6,1920x1080,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.2,21791.52
LENOVO,NOTEBOOK,11.6,1366x768,1.1,2.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.15,16221.1
LENOVO,WORKSTATION,15.6,1920x1080,2.8,8.0,512.0,Nvidia Quadro M1200,WINDOWS 10,2.67,102564.0
LENOVO,ULTRABOOK,14.0,2560x1440,2.8,8.0,512.0,Nvidia GeForce GT 940MX,WINDOWS 10,1.7,103523.04
HP,NOTEBOOK,15.6,1920x1080,2.0,4.0,1024.0,AMD Radeon 520,WINDOWS 10,2.1,24988.32
ACER,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.6,42038.45
ASUS,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.27,49443.84
DELL,NOTEBOOK,15.6,1920x1080,2.5,4.0,256.0,AMD Radeon R5 M430,LINUX,2.3,31909.39
DELL,NOTEBOOK,13.3,1366x768,2.0,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.65,36709.92
HP,ULTRABOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.43,79920.0
