Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
DELL,GAMING,0.4087716575222072,1920x1080,0.3975688470899499,-0.07519506268436271,-0.7592444633899191,Nvidia GeForce GTX 1060,WINDOWS 10,0.9188945829359929,0.1020593220031149
ASUS,ULTRABOOK,-0.713439498130007,1920x1080,0.7927116447697404,-0.07519506268436271,-0.7592444633899191,Intel HD Graphics 620,WINDOWS 10,-1.185674895508963,-0.10688798455512317
ACER,2 IN 1 CONVERTIBLE,-1.2044068787278503,1920x1080,-1.380573742469106,-0.07519506268436271,-0.7592444633899191,Intel UHD Graphics 620,WINDOWS 10,-0.809858917215221,-0.3959794634918635
DELL,NOTEBOOK,0.4087716575222072,1920x1080,0.7927116447697404,-0.07519506268436271,0.8422592200696303,AMD Radeon R5 M430,LINUX,0.24242582200725737,-0.7496156778336993
DELL,NOTEBOOK,0.4087716575222072,1920x1080,-0.5902881471095258,-0.8621763211399812,-0.7592444633899191,AMD Radeon R5 M430,LINUX,0.24242582200725737,-0.9140542920814677
ASUS,NOTEBOOK,0.4087716575222072,1920x1080,0.19999744825005455,-0.46868569191217196,-0.7592444633899191,Nvidia GeForce 920M,WINDOWS 10,-0.058226960627736635,-0.7823888660310712
HP,GAMING,0.4087716575222072,1920x1080,0.9902830436096349,0.7117861957712558,1.1091765006462218,Nvidia GeForce GTX 1050,WINDOWS 10,0.8737966655407442,0.17934120251095648
HP,NOTEBOOK,0.4087716575222072,1920x1080,0.7927116447697404,-0.07519506268436271,-0.7592444633899191,AMD Radeon 530,WINDOWS 10,-0.19352071281348393,-0.5791661432141546
HP,NOTEBOOK,0.4087716575222072,1920x1080,-1.5781451413090015,-0.8621763211399812,-0.2504333972907915,AMD Radeon R2,WINDOWS 10,0.09209943068976037,-1.108690139286402
DELL,NOTEBOOK,0.4087716575222072,1920x1080,-1.380573742469106,-0.07519506268436271,0.8422592200696303,AMD Radeon 520,LINUX,0.24242582200725737,-0.6822086505579432
HP,ULTRABOOK,-1.2044068787278503,1920x1080,0.7927116447697404,-0.07519506268436271,-0.7592444633899191,Nvidia GeForce MX150,WINDOWS 10,-0.9902505867962175,-0.006707769081995332
MICROSOFT,ULTRABOOK,-1.064130484271324,2256x1504,0.3975688470899499,-0.07519506268436271,-0.7592444633899191,Intel HD Graphics 620,WINDOWS 10 S,-1.1826683676826133,0.3095754826260226
HP,NOTEBOOK,-0.713439498130007,1920x1080,0.3975688470899499,-0.46868569191217196,-0.7592444633899191,Nvidia GeForce 940MX,WINDOWS 10,-0.6895978041612234,-0.6650348993339786
LENOVO,NOTEBOOK,0.4087716575222072,1920x1080,-0.5902881471095258,-0.8621763211399812,0.8422592200696303,Intel HD Graphics 520,WINDOWS 10,-0.2837165476039818,-1.014377675869823
ASUS,ULTRABOOK,-0.713439498130007,1920x1080,0.7927116447697404,-0.07519506268436271,-0.7592444633899191,Nvidia GeForce 940MX,WINDOWS 10,-1.1105116998502147,0.09919703013245416
MSI,GAMING,0.4087716575222072,1920x1080,0.9902830436096349,1.4987674542268743,1.3760937812228133,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,0.24242582200725737,0.2508984992774764
LENOVO,NOTEBOOK,-0.713439498130007,1920x1080,0.7927116447697404,-0.07519506268436271,-0.7592444633899191,Intel HD Graphics 620,WINDOWS 10,-0.6895978041612234,0.5099359135722783
ASUS,ULTRABOOK,0.4087716575222072,1920x1080,-0.9854309447893159,1.4987674542268743,1.3760937812228133,Nvidia GeForce MX150,WINDOWS 10,-0.809858917215221,0.19794609967025165
DELL,ULTRABOOK,-1.2044068787278503,3200x1800,0.19999744825005455,-0.07519506268436271,-0.7592444633899191,Intel Iris Plus Graphics 640,WINDOWS 10,-1.2157401737724627,0.36539017410390806
LENOVO,2 IN 1 CONVERTIBLE,-1.2044068787278503,1920x1080,0.3975688470899499,-0.07519506268436271,-0.7592444633899191,Intel HD Graphics 620,WINDOWS 10,-1.0052832259279667,0.3940130928105162
HP,NOTEBOOK,-0.713439498130007,1366x768,-1.380573742469106,-0.8621763211399812,-0.2504333972907915,Intel UHD Graphics 620,WINDOWS 10,-0.6144346085024752,-0.5748727054081634
DELL,ULTRABOOK,-1.2044068787278503,1920x1080,-1.380573742469106,-0.07519506268436271,-0.7592444633899191,Intel UHD Graphics 620,WINDOWS 10,-1.245805452035962,0.7231766579365076
HP,2 IN 1 CONVERTIBLE,-1.2044068787278503,1920x1080,-1.380573742469106,-0.07519506268436271,-0.7592444633899191,Intel UHD Graphics 620,WINDOWS 10,-1.1706422563772134,0.39399885656153494
HP,NOTEBOOK,-0.713439498130007,1920x1080,-0.9854309447893159,-0.07519506268436271,-0.22540990223673604,Intel UHD Graphics 620,WINDOWS 10,-0.6144346085024752,-0.05679787681855935
DELL,NOTEBOOK,0.4087716575222072,1920x1080,-0.9854309447893159,-0.07519506268436271,1.3760937812228133,Nvidia GeForce 940MX,WINDOWS 10,0.1822952654802586,0.00950704989926505
ASUS,NOTEBOOK,1.6011210104026858,1920x1080,-0.5902881471095258,-0.8621763211399812,0.8422592200696303,Nvidia GeForce 920MX,WINDOWS 10,-0.058226960627736635,-0.8009937631903664
ASUS,NOTEBOOK,0.4087716575222072,1920x1080,-0.9854309447893159,-0.07519506268436271,-0.7592444633899191,Nvidia GeForce 940MX,WINDOWS 10,-0.5092061345802273,-0.0081389150173257
ACER,NOTEBOOK,0.4087716575222072,1920x1080,0.19999744825005455,-0.46868569191217196,0.8422592200696303,Intel HD Graphics 620,WINDOWS 10,0.09209943068976037,-0.9226411676934503
MSI,GAMING,0.4087716575222072,1920x1080,0.9902830436096349,1.4987674542268743,3.511432025835546,Nvidia GeForce GTX 1070,WINDOWS 10,-0.3588797432627303,1.5997535433263765
LENOVO,NOTEBOOK,0.4087716575222072,1920x1080,0.3975688470899499,-0.07519506268436271,-0.7592444633899191,Nvidia GeForce 940MX,NO OS,0.24242582200725737,-0.7079692773938904
HP,NOTEBOOK,1.6011210104026858,1920x1080,-0.9854309447893159,1.4987674542268743,-0.22540990223673604,Nvidia GeForce 930MX ,WINDOWS 10,0.6934049959597477,0.21082641308822533
ACER,NOTEBOOK,0.4087716575222072,1366x768,1.3854258412894256,-0.8621763211399812,-0.7592444633899191,AMD Radeon R5,WINDOWS 10,0.09209943068976037,-0.9627132538827013
HP,NOTEBOOK,0.4087716575222072,1366x768,-1.380573742469106,-0.8621763211399812,-0.2504333972907915,Intel HD Graphics 400,NO OS,-0.2686839084722321,-1.2374932734661377
HP,NOTEBOOK,-0.713439498130007,1920x1080,-1.380573742469106,-0.07519506268436271,0.8422592200696303,Intel UHD Graphics 620,WINDOWS 10,-0.6144346085024752,-0.44606957122842755
ASUS,NOTEBOOK,-0.713439498130007,1366x768,-1.5781451413090015,-0.8621763211399812,-1.1596203842548065,AMD Radeon R2,WINDOWS 10 S,-0.5843693302389759,-1.2103157369438415
DELL,NOTEBOOK,1.6011210104026858,1920x1080,-0.9854309447893159,1.4987674542268743,3.511432025835546,AMD Radeon 530,WINDOWS 10,1.1443841699122381,0.3897196550045251
HP,NOTEBOOK,1.6011210104026858,1920x1080,-1.380573742469106,-0.07519506268436271,-0.7592444633899191,Intel UHD Graphics 620,WINDOWS 10,0.6934049959597477,-0.2800566427301015
DELL,NOTEBOOK,0.4087716575222072,1366x768,0.3975688470899499,-0.07519506268436271,0.8422592200696303,AMD Radeon R7 M445,WINDOWS 10,0.48294804811525194,-0.6936720542895678
DELL,NOTEBOOK,0.4087716575222072,1920x1080,-0.5902881471095258,-0.8621763211399812,0.8422592200696303,AMD Radeon R5 M430,WINDOWS 10,0.24242582200725737,-0.9655755457533621
ACER,ULTRABOOK,-0.713439498130007,1920x1080,-0.9854309447893159,-0.07519506268436271,-0.7592444633899191,Intel UHD Graphics 620,WINDOWS 10,-0.659532525897724,-0.343027063884639
ACER,NOTEBOOK,0.4087716575222072,1920x1080,0.7927116447697404,-0.8621763211399812,-0.7592444633899191,Nvidia GeForce MX130,WINDOWS 10,0.24242582200725737,-0.7895445957077232
HP,NOTEBOOK,0.4087716575222072,1366x768,0.7927116447697404,-0.07519506268436271,0.8422592200696303,Intel HD Graphics 620,WINDOWS 10,0.016936235031011538,-0.7523348013891328
HP,NOTEBOOK,-0.713439498130007,1920x1080,-0.9854309447893159,-0.07519506268436271,-0.7592444633899191,Intel UHD Graphics 620,WINDOWS 10,-0.6144346085024752,-0.1941878866102775
LENOVO,NOTEBOOK,0.4087716575222072,1366x768,-2.3684307366685817,-0.8621763211399812,0.8422592200696303,Intel HD Graphics 500,NO OS,-0.20855335194523364,-1.2469961039654094
ASUS,GAMING,1.6011210104026858,1920x1080,0.3975688470899499,-0.07519506268436271,1.1091765006462218,Nvidia GeForce GTX 1050,WINDOWS 10,1.4450369525472322,-0.2657451833767974
LENOVO,NOTEBOOK,0.4087716575222072,1920x1080,0.3975688470899499,-0.8621763211399812,0.8422592200696303,Nvidia GeForce 920MX,NO OS,0.24242582200725737,-0.8940182489868422
HP,NOTEBOOK,-1.2044068787278503,1920x1080,0.3975688470899499,-0.8621763211399812,-0.7592444633899191,Intel HD Graphics 620,WINDOWS 10,-1.0804464215867153,-0.6077890619207625
ACER,NOTEBOOK,1.6011210104026858,1920x1080,0.7927116447697404,-0.8621763211399812,0.8422592200696303,Nvidia GeForce MX130,WINDOWS 10,1.4450369525472322,-0.6707594830753001
LENOVO,NOTEBOOK,-0.713439498130007,1920x1080,-1.380573742469106,-0.07519506268436271,-0.7592444633899191,AMD Radeon RX 550,WINDOWS 10,-0.4340429389214788,-0.010972465781552442
